school_id,school_name,year_school_opened,admission_type,governance,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,school_year
3323,Mastery Charter School at Hardy Williams,1999,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3326,Universal Institute Charter School,1999,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3328,"Mathematics, Science, and Technology Community Charter School (MaST)",1999,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3329,Young Scholars Charter School,1999,Citywide,Charter,0,0,0,0,0,0,1,1,1,0,0,0,0,2019-20
3331,Franklin Towne Charter High School,2000,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1,2019-20
3332,Mariana Bracetti Academy Charter School,2000,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3333,Esperanza Academy Charter School,2000,Citywide,Charter,0,0,0,1,0,0,1,1,1,1,1,1,1,2019-20
3334,New Foundations Charter School,2000,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3335,People for People Charter School,2001,Citywide,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3336,Philadelphia Performing Arts: A String Theory Charter School,2000,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3337,Global Leadership Academy Charter School,2000,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3341,Independence Charter School,2001,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3353,KIPP DuBois Charter School,2015,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1,2019-20
3357,West Philadelphia Achievement Charter School,2002,Citywide,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0,2019-20
3358,Philadelphia Electrical and Technology Charter School,2002,Citywide,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1,2019-20
3359,Richard Allen Preparatory Charter School,2001,Citywide,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0,2019-20
3360,Russell Byers Charter School,2001,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3361,Mastery Charter School at Lenfest,2001,Citywide With Criteria,Charter,0,0,0,0,0,0,0,1,1,1,1,1,1,2019-20
3362,Wissahickon Charter School,2002,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3364,First Philadelphia Preparatory Charter School,2002,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3365,Green Woods Charter School,2002,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3366,Maritime Academy Charter School (MACHS),2003,Citywide,Charter,0,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3368,Belmont Charter School,2005,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-20
3370,KIPP Philadelphia Charter School,2003,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3372,Discovery Charter School,2003,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3378,Philadelphia Montessori Charter School,2004,Citywide,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0,2019-20
3379,Ad Prima Charter School,2004,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3383,Mastery Charter School at Shoemaker,2006,Citywide With Criteria,Charter,0,0,0,0,0,0,0,1,1,1,1,1,1,2019-20
3384,Folk Arts-Cultural Treasures Charter School,2005,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3385,Mastery Charter School at Thomas Campus,2005,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3386,Northwood Academy Charter School,2005,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3388,Boys Latin of Philadelphia Charter School,2007,Citywide,Charter,0,0,0,0,0,0,1,1,1,1,1,1,1,2019-20
3389,Keystone Academy Charter School,2007,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3392,Southwest Leadership Academy Charter School,2007,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3393,Mastery Charter School at Pickett,2007,Citywide With Criteria,Charter,0,0,0,0,0,0,1,1,1,1,1,1,1,2019-20
3394,Pan American Academy Charter School,2008,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3395,Antonia Pantoja Charter School,2008,Citywide,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3396,KIPP West Philadelphia Preparatory Charter School,2009,Citywide With Criteria,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0,2019-20
3399,Sankofa Freedom Academy Charter School,2009,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3403,Franklin Towne Charter Elementary School,2009,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3404,Tacony Academy Charter School,2009,Citywide With Criteria,Charter,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-20
3406,Aspira Charter School at Stetson,2010,Neighborhood,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0,2019-20
3407,Mastery Charter School at Harrity,2010,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3408,Mastery Charter School at Mann,2010,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0,2019-20
3409,Mastery Charter School at Smedley,2010,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0,2019-20
3410,Universal Charter School at Bluford,2010,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0,2019-20
3411,Universal Charter School at Daroff,2010,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3412,Mastery Charter School at Douglass,2010,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3414,Aspira Charter School at Olney,2011,Neighborhood,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1,2019-20
3415,Mastery Charter School at Clymer,2011,Neighborhood,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0,2019-20
3416,Mastery Charter School at Gratz,2011,Neighborhood,Charter,0,0,0,0,0,0,0,1,1,1,1,1,1,2019-20
3417,Universal Charter School at Audenried,2011,Neighborhood,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1,2019-20
3418,Universal Charter School at Vare,2011,Neighborhood,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0,2019-20
3419,Lindley Academy Charter at Birney,2011,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3420,Mastery Charter School at Cleveland,2012,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3421,Universal Charter School at Creighton,2012,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3422,The Philadelphia Charter School for Arts and Sciences,2012,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3423,Memphis Street Academy Charter School at J.P. Jones,2012,Neighborhood,Charter,0,0,0,0,0,1,1,1,1,0,0,0,0,2019-20
3424,Universal Charter School at Alcorn,2013,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3426,Mastery Charter School at Pastorius,2013,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3427,Mastery Charter School at Wister,2016,Neighborhood,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0,2019-20
3428,Global Leadership Academy at Huey,2016,Neighborhood,Charter,1,1,1,1,1,1,1,1,1,0,0,0,0,2019-20
3437,KIPP North Philadelphia Charter School,2018,Citywide,Charter,1,1,1,0,0,0,0,0,0,0,0,0,0,2019-20
3438,Deep Roots Charter School,2018,Citywide With Criteria,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0,2019-20
3439,Mastery Prep Elementary Charter School,2018,Citywide,Charter,1,1,1,1,0,0,0,0,0,0,0,0,0,2019-20
3440,MaST Community Charter School II,2016,Citywide,Charter,1,1,1,1,1,1,1,0,0,1,0,0,0,2019-20
3441,TECH Freire Charter School,2016,Citywide With Criteria,Charter,0,0,0,0,0,0,0,0,0,1,1,1,1,2019-20
3442,Independence Charter School West,2016,Citywide With Criteria,Charter,1,1,1,1,1,1,1,0,0,0,0,0,0,2019-20
3443,KIPP West Philadelphia Charter School,2016,Citywide,Charter,1,1,1,1,0,0,0,0,0,0,0,0,0,2019-20
3445,MAST III Charter School,2019,Citywide With Criteria,Charter,1,1,1,1,1,1,0,0,0,0,0,0,0,2019-20
3446,Philadelphia Hebrew Charter,2019,Citywide,Charter,1,1,0,0,0,0,0,0,0,0,0,0,0,2019-20
1010,John Bartram High School,1939,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
1020,West Philadelphia High School,1911,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
1030,High School of the Future,2006,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
1050,Paul Robeson High School for Human Services,2003,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
1100,William L. Sayre High School,1950,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
1130,William T. Tilden School,1927,Neighborhood,District,0,0,0,0,0,1,1,1,1,0,0,0,0,2020-21
1190,Motivation High School,2004,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
1200,John Barry School,2007,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1230,William C. Bryant School,1903,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1250,Joseph W. Catharine School,1937,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
1260,Benjamin B. Comegys School,1911,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1280,Sadie Alexander School,2001,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1290,Andrew Hamilton School,1970,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1300,Avery D. Harrington School,1927,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1340,Henry C. Lea School,1914,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1350,William C. Longstreth School,1971,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1360,Morton McMichael School,1963,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1370,S. Weir Mitchell School,1916,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1380,Thomas G. Morton School,1971,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
1390,Samuel Powel School,1961,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0,2020-21
1400,John M. Patterson School,1921,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0,2020-21
1410,James Rhoads School,1960,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1420,Martha Washington School,1930,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1440,Penrose School,1971,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1460,Add B. Anderson School,1963,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1470,Alain Locke School,1964,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1490,Rudolph Blankenburg School,1925,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
1580,Middle Years Alternative School,1972,Citywide,District,0,0,0,0,0,1,1,1,1,0,0,0,0,2020-21
2000,South Philadelphia High School,1957,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
2010,Benjamin Franklin High School,1958,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
2020,High School for Creative and Performing Arts,1997,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
2050,Science Leadership Academy Middle School,2016,Neighborhood,District,0,0,0,0,0,1,1,1,1,0,0,0,0,2020-21
2140,Julia R. Masterman School,1933,Special Admit,District,0,0,0,0,0,1,1,1,1,1,1,1,1,2020-21
2160,Furness High School,1912,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
2190,D. Newlin Fell School,1924,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2210,Bache-Martin School,1906,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2240,F. Amedee Bregy School,1923,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2260,George W. Childs School,1927,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2290,Franklin Learning Center,1978,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
2310,Camelot Academy,2004,Alternative,Contracted,0,0,0,0,0,0,1,1,1,1,1,1,1,2020-21
2320,Stephen Girard School,1959,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0,2020-21
2340,General George A. McCall School,1909,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2370,Delaplaine McDaniel School,1937,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2380,William M. Meredith School,1931,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2390,Robert Morris School,1964,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2410,Girard Academic Music Program,1914,Special Admit,District,0,0,0,0,0,1,1,1,1,1,1,1,1,2020-21
2450,Edwin M. Stanton School,1926,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2470,Albert M. Greenfield School,1970,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2480,Chester A. Arthur School,1964,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2490,Laura W. Waring School,1956,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2510,Andrew Jackson School,1925,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2520,Abram S. Jenks School,1897,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
2530,Phila. Juv. Justice Services Ctr. School,2012,Alternative,District,0,0,0,0,0,0,1,1,1,1,1,1,1,2020-21
2540,Francis S. Key School,1889,Neighborhood,District,1,1,1,1,1,1,1,0,0,0,0,0,0,2020-21
2580,Eliza B. Kirkbride School,1926,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2590,George W. Nebinger School,1925,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2620,Academy at Palumbo,2006,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
2630,George W. Sharswood School,1906,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2640,Southwark School,1905,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2650,Science Leadership Academy,2006,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
2670,Constitution High School,2006,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
2680,The Science Leadership Academy at Beeber,2014,Special Admit,District,0,0,0,0,0,1,1,1,0,1,1,1,1,2020-21
2690,John H. Taggart School,1917,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
2720,Vare-Washington School,1903,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
3040,Excel Middle Years Academy,2017,Alternative,Contracted,0,0,0,0,0,0,1,1,1,0,0,0,0,2020-21
3190,Crossroads at Hunting Park,2011,Alternative,District,0,0,0,1,1,1,1,0,0,0,0,0,0,2020-21
3210,Ben Franklin High School EOP,2012,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
3240,Liguori Academy-Fortis,2017,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
3290,Excel Academy South,2008,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
3510,El Centro de Estudiantes (Big Picture),2009,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
3540,Ombudsman Northwest,2009,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
3810,One Bright Ray - Elmwood Campus,2015,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
3820,Camelot Academy East,2016,Alternative,Contracted,0,0,0,0,0,0,0,1,1,1,1,1,1,2020-21
3840,Philadelphia OIC Workforce Academy,2017,Alternative,Contracted,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
3850,Northeast High School EOP,2016,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
3880,South Philadelphia High School EOP,2008,Alternative,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
4020,Overbrook High School,1926,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
4030,High School of Engineering and Science,1949,Special Admit,District,0,0,0,0,0,0,0,1,1,1,1,1,1,2020-21
4060,Murrell Dobbins Career and Technical High School,1938,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
4140,Strawberry Mansion High School,1964,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,0,1,2020-21
4220,James G. Blaine School,1966,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4240,Lewis C. Cassidy Academics Plus School,1924,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4270,William Dick School,1954,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4280,Samuel Gompers School,1968,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4300,Edward Heston School,1970,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4320,Robert E. Lamberton School,1949,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4350,E. Washington Rhodes School,2013,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4360,Kenderton Elementary School,2016,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4370,Overbrook Elementary School,1990,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4380,Thomas M. Peirce School,1908,Neighborhood,District,1,1,1,1,1,1,1,0,0,0,0,0,0,2020-21
4440,Dr. Ethel Allen School,1971,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4460,Tanner G. Duckrey School,1968,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4470,Richard R. Wright School,1970,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
4480,Overbrook Educational Center,1986,Citywide,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4530,Edward Gideon School,1952,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4560,William D. Kelley School,1965,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
4570,General George G. Meade School,1937,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5020,Thomas A. Edison High School,1985,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5050,Philadelphia Military Academy,2005,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5060,Jules E. Mastbaum Area Vocational Technical High School,1929,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5070,Parkway Northwest High School,1960,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5080,Parkway Center City Middle College High School,2005,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5090,Parkway West High School,2004,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5150,William W. Bodine High School,1935,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5160,Penn Treaty High School,2013,Neighborhood,District,0,0,0,0,0,0,1,1,1,1,1,1,1,2020-21
5170,Julia de Burgos School,1903,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5180,Vaux High School: A Big Picture,2017,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5200,Alexander Adaire School,1957,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5210,Henry A. Brown School,1959,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5230,Russell H. Conwell School,1926,Special Admit,District,0,0,0,0,0,1,1,1,1,0,0,0,0,2020-21
5250,Paul L. Dunbar School,1932,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5260,Lewis Elkin School,1973,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0,2020-21
5300,Horatio B. Hackett School,1969,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
5320,John F. Hartranft School,1968,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5330,William H. Hunter School,1909,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5340,James R. Ludlow School,1927,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5350,William McKinley School,1970,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5370,John Moffet School,1973,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
5390,Potter-Thomas School,1967,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5400,Richmond School,1929,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
5410,Isaac A. Sheppard School,1898,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0,2020-21
5420,John Welsh School,1966,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5430,Alternative Middle Years at James Martin,1985,Citywide,District,0,0,0,0,0,0,1,1,1,0,0,0,0,2020-21
5440,Frances E. Willard School,1907,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0,2020-21
5470,William Cramp School,1969,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
5480,General Philip Kearny School,1898,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5490,Cayuga School,1950,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
5500,Thurgood Marshall School,1997,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5520,Kensington High School for Creative and Performing Arts,2005,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5530,Philip H. Sheridan School,1899,Neighborhood,District,1,1,1,1,1,0,0,0,0,0,0,0,0,2020-21
5550,Kensington Health Sciences Academy,2001,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5560,Spring Garden School,1928,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5590,John H. Webster School,1968,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
5610,Building 21,2014,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5620,The U School,2014,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5660,The LINC,2014,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
5680,Honorable Luis Munoz-Marin School,1997,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
5700,Kensington High School,2016,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
6010,Central High School,1939,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
6030,Roxborough High School,1924,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
6040,Walter B. Saul High School,1950,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
6050,Philadelphia High School for Girls,1956,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
6060,Martin Luther King High School,1972,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
6090,A. Philip Randolph Career and Technical High School,2004,Citywide,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
6200,Anna B. Day School,1952,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6210,Franklin S. Edmonds School,1948,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6220,Eleanor C. Emlen School,1926,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
6230,Fitler Academics Plus School,1898,Citywide,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6250,Charles W. Henry School,1908,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6260,Henry H. Houston School,1927,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6270,Jenks Academy for Arts and Sciences,1924,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6300,James Logan School,1924,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
6310,John F. McCloskey School,1956,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6320,Thomas Mifflin School,1937,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6340,Joseph Pennell School,1927,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
6350,Samuel Pennypacker School,1930,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6360,Theodore Roosevelt School,2013,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6380,Shawmont School,1928,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6390,Edward T. Steel School,1973,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6400,Widener Memorial School,1953,Citywide,District,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-21
6410,Cook-Wissahickon School,1969,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6440,Anna L. Lingelbach School,1955,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6450,James Dobson School,1930,Neighborhood,District,1,1,1,1,1,1,1,1,1,0,0,0,0,2020-21
6460,Hill-Freedman World Academy,1980,Special Admit,District,0,0,0,0,0,0,1,1,1,1,1,1,1,2020-21
6470,John B. Kelly School,1970,Neighborhood,District,1,1,1,1,1,1,0,0,0,0,0,0,0,2020-21
6480,Academy for the Middle Years at Northwest,2012,Special Admit,District,0,0,0,0,0,0,1,1,1,0,0,0,0,2020-21
6540,Lankenau High School,1987,Special Admit,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
7010,Frankford High School,1914,Neighborhood,District,0,0,0,0,0,0,0,0,0,1,1,1,1,2020-21
